Bairro,Candidato,Votos
CAPONGA(SITIO PRATA),10555 PROFESSORA ADRIANA,1
CAPONGA(SITIO PRATA),13000 MARIA JÔ,1
CAPONGA(SITIO PRATA),22888 LEIDIANE CIRÍACO,3
CAPONGA(SITIO PRATA),27777 SERGINHO PARATLETA,1
CAPONGA(SITIO PRATA),28007 JOSUÉ CORREIA,1
CAPONGA(SITIO PRATA),40000 VIEIRA DO TIQUINHO,2
CAPONGA(SITIO PRATA),40456 JORDANA BRAGA,1
CAPONGA(SITIO PRATA),44900 SHEIK DO DR BRUNO,1
CAPONGA(SITIO PRATA),45111 BAMBAM DAS PEGADINHAS,1
CAPONGA(SITIO PRATA),45444 PALOMA DELRIO,1
CAPONGA(SITIO PRATA),45888 ZE DO JORNAL,1
CAPONGA(CENTRO),10000 LUZIANE DO MUCURA,1
CAPONGA(CENTRO),10111 PROFESSORA NONATA COSTA,40
CAPONGA(CENTRO),10123 PAULINHO PROMOÇÕES,10
CAPONGA(CENTRO),10333 DAVID GARCÊS,12
CAPONGA(CENTRO),10555 PROFESSORA ADRIANA,1
CAPONGA(CENTRO),10610 KINZINHO DO VOLMIR,98
CAPONGA(CENTRO),10777 PAULO DA JUDITE,9
CAPONGA(CENTRO),11190 MAGALY MORAIS,13
CAPONGA(CENTRO),11999 JAIRO TAXISTA,2
CAPONGA(CENTRO),12777 VITORIA MARTINS,33
CAPONGA(CENTRO),12789 DAYANE,1
CAPONGA(CENTRO),12888 NETO POLI,30
CAPONGA(CENTRO),13123 PROFESSOR ADEILDO,9
CAPONGA(CENTRO),13222 FÁBIA NAPOLEAO,2
CAPONGA(CENTRO),13444 TIAGO ROCHA,16
CAPONGA(CENTRO),13789 PROFESSOR ERIVAN,28
CAPONGA(CENTRO),22000 CLAUDEMIR TOCA FOGO,1
CAPONGA(CENTRO),22100 NÚBIA DO ABRIGO MASCOTINHO,8
CAPONGA(CENTRO),22111 VINÍCIUS OLINDA,2
CAPONGA(CENTRO),22222 RAFAEL AZEVEDO,3
CAPONGA(CENTRO),22333 TAZIA XAVIER,25
CAPONGA(CENTRO),22999 PITANGA DA FUNERÁRIA,2
CAPONGA(CENTRO),27000 LAURO CARDOSO,3
CAPONGA(CENTRO),27111 DIEGO MARADONA,1
CAPONGA(CENTRO),27456 ENFERMEIRA MARCIA,7
CAPONGA(CENTRO),27888 MARCELO DO PAREDÃO,5
CAPONGA(CENTRO),27999 JUNIOR GENRO JULIO,54
CAPONGA(CENTRO),28123 PRISCILA LIMA,12
CAPONGA(CENTRO),28666 FANTIQUIM,52
CAPONGA(CENTRO),28888 VALDECIR,18
CAPONGA(CENTRO),40000 VIEIRA DO TIQUINHO,9
CAPONGA(CENTRO),40111 ALLISON CAMILO,76
CAPONGA(CENTRO),40123 BETO RAMIRES,4
CAPONGA(CENTRO),40444 ADONIAS DO TURISMO,74
CAPONGA(CENTRO),40555 NOVO CONSTRUÇÃO,17
CAPONGA(CENTRO),44000 OLIVEIRA SILVA,1
CAPONGA(CENTRO),44444 KEKEU DO MUCURA,10
CAPONGA(CENTRO),44456 JEOVANE DO GÁS,2
CAPONGA(CENTRO),44777 NILDE BORGES,3
CAPONGA(CENTRO),45121 MAZE,1
CAPONGA(CENTRO),45123 DUDU DA CAPONGA,16
CAPONGA(CENTRO),45555 FRANCISCO DO BALBINO,16
CAPONGA(CENTRO),70123 LU MAIA,1
CAPONGA(CENTRO),70133 LEILDA LELÊ,8
CAPONGA(CENTRO),10456 GLEIDSON DA BOA AGUA,3
CAPONGA(CENTRO),10789 FLÁVIO CASCAVELENSE,4
CAPONGA(CENTRO),11000 FREITAS DA SAÚDE,4
CAPONGA(CENTRO),11222 SEBASTIÃO UCHÔA,1
CAPONGA(CENTRO),11444 EVILÁSIO DANTAS,1
CAPONGA(CENTRO),12345 DR GUTEMBERG,1
CAPONGA(CENTRO),20456 VERA DANTAS,1
CAPONGA(CENTRO),44333 ELISANGELA SILVA,5
CAPONGA(CENTRO),44567 NETO DANTAS,1
CAPONGA(CENTRO),44789 LUCIÉDSON FREITAS,3
CAPONGA(CENTRO),45000 MAJU,3
CAPONGA(CENTRO),45111 BAMBAM DAS PEGADINHAS,1
CAPONGA(CENTRO),45777 BRUMARK,1
CAPONGA(CENTRO),70555 HELENA PORFÍRIO,1
CAPONGA(CENTRO),11666 LIBERATO FILHO,2
CAPONGA(CENTRO),22555 RAFAEL OLIVEIRA,2
CAPONGA(CENTRO),40456 JORDANA BRAGA,2
CAPONGA(CENTRO),40789 GIRLANE DO CEDRO,1
CAPONGA(CENTRO),44555 LURDENIS VIEIRA,1
CAPONGA(CENTRO),45222 YURI MOTA,1
GUANACES(NEVES DOIS),10000 LUZIANE DO MUCURA,1
GUANACES(NEVES DOIS),10123 PAULINHO PROMOÇÕES,4
GUANACES(NEVES DOIS),10333 DAVID GARCÊS,4
GUANACES(NEVES DOIS),10456 GLEIDSON DA BOA AGUA,17
GUANACES(NEVES DOIS),10777 PAULO DA JUDITE,12
GUANACES(NEVES DOIS),10789 FLÁVIO CASCAVELENSE,4
GUANACES(NEVES DOIS),11000 FREITAS DA SAÚDE,1
GUANACES(NEVES DOIS),11222 SEBASTIÃO UCHÔA,3
GUANACES(NEVES DOIS),11444 EVILÁSIO DANTAS,26
GUANACES(NEVES DOIS),12123 NENEM DA VIUVA,1
GUANACES(NEVES DOIS),12888 NETO POLI,4
GUANACES(NEVES DOIS),13123 PROFESSOR ADEILDO,3
GUANACES(NEVES DOIS),13222 FÁBIA NAPOLEAO,3
GUANACES(NEVES DOIS),13444 TIAGO ROCHA,1
GUANACES(NEVES DOIS),13789 PROFESSOR ERIVAN,4
GUANACES(NEVES DOIS),18000 PROFESSOR JOSÉ BESOURO,2
GUANACES(NEVES DOIS),22000 CLAUDEMIR TOCA FOGO,1
GUANACES(NEVES DOIS),22111 VINÍCIUS OLINDA,13
GUANACES(NEVES DOIS),22555 RAFAEL OLIVEIRA,5
GUANACES(NEVES DOIS),22999 PITANGA DA FUNERÁRIA,1
GUANACES(NEVES DOIS),27000 LAURO CARDOSO,1
GUANACES(NEVES DOIS),27888 MARCELO DO PAREDÃO,17
GUANACES(NEVES DOIS),28028 MAILSON,1
GUANACES(NEVES DOIS),28888 VALDECIR,3
GUANACES(NEVES DOIS),40000 VIEIRA DO TIQUINHO,6
GUANACES(NEVES DOIS),40111 ALLISON CAMILO,1
GUANACES(NEVES DOIS),40123 BETO RAMIRES,38
GUANACES(NEVES DOIS),40555 NOVO CONSTRUÇÃO,34
GUANACES(NEVES DOIS),44123 GAVIÃO SILVA,1
GUANACES(NEVES DOIS),44222 LALÁ,1
GUANACES(NEVES DOIS),44555 LURDENIS VIEIRA,1
GUANACES(NEVES DOIS),44567 NETO DANTAS,1
GUANACES(NEVES DOIS),44789 LUCIÉDSON FREITAS,1
GUANACES(NEVES DOIS),44900 SHEIK DO DR BRUNO,29
GUANACES(NEVES DOIS),45444 PALOMA DELRIO,1
GUANACES(NEVES DOIS),45678 JUNIOR DO ZE AIRTON,18
GUANACES(NEVES DOIS),70000 RONALDO FEITOSA,17
BALBINO,10000 LUZIANE DO MUCURA,3
BALBINO,10111 PROFESSORA NONATA COSTA,5
BALBINO,10123 PAULINHO PROMOÇÕES,2
BALBINO,10610 KINZINHO DO VOLMIR,7
BALBINO,10777 PAULO DA JUDITE,6
BALBINO,12123 NENEM DA VIUVA,1
BALBINO,12777 VITORIA MARTINS,2
BALBINO,12888 NETO POLI,5
BALBINO,13222 FÁBIA NAPOLEAO,1
BALBINO,13789 PROFESSOR ERIVAN,2
BALBINO,22111 VINÍCIUS OLINDA,11
BALBINO,22333 TAZIA XAVIER,1
BALBINO,22555 RAFAEL OLIVEIRA,6
BALBINO,27000 LAURO CARDOSO,1
BALBINO,27123 MARCIO RABELO,3
BALBINO,27999 JUNIOR GENRO JULIO,14
BALBINO,28123 PRISCILA LIMA,7
BALBINO,28666 FANTIQUIM,40
BALBINO,28888 VALDECIR,7
BALBINO,40111 ALLISON CAMILO,46
BALBINO,40444 ADONIAS DO TURISMO,19
BALBINO,40555 NOVO CONSTRUÇÃO,8
BALBINO,44777 NILDE BORGES,30
BALBINO,44900 SHEIK DO DR BRUNO,2
BALBINO,45000 MAJU,5
BALBINO,45555 FRANCISCO DO BALBINO,356
BALBINO,70100 RUBENILTON,2
BALBINO,10456 GLEIDSON DA BOA AGUA,1
BALBINO,11789 EDUARDO CRUZ,1
BALBINO,13444 TIAGO ROCHA,3
BALBINO,44555 LURDENIS VIEIRA,4
BALBINO,45678 JUNIOR DO ZE AIRTON,2
GUANACES(PREAOCA),10456 GLEIDSON DA BOA AGUA,104
GUANACES(PREAOCA),10777 PAULO DA JUDITE,8
GUANACES(PREAOCA),10789 FLÁVIO CASCAVELENSE,2
GUANACES(PREAOCA),11000 FREITAS DA SAÚDE,9
GUANACES(PREAOCA),11222 SEBASTIÃO UCHÔA,17
GUANACES(PREAOCA),12888 NETO POLI,1
GUANACES(PREAOCA),13123 PROFESSOR ADEILDO,3
GUANACES(PREAOCA),13444 TIAGO ROCHA,8
GUANACES(PREAOCA),13789 PROFESSOR ERIVAN,13
GUANACES(PREAOCA),20444 DR MARCIO OLIVEIRA ADVOGADO,1
GUANACES(PREAOCA),22000 CLAUDEMIR TOCA FOGO,1
GUANACES(PREAOCA),22100 NÚBIA DO ABRIGO MASCOTINHO,1
GUANACES(PREAOCA),22111 VINÍCIUS OLINDA,23
GUANACES(PREAOCA),22444 EDILENE QUEROGA,1
GUANACES(PREAOCA),22555 RAFAEL OLIVEIRA,1
GUANACES(PREAOCA),22777 GUI DA PADARIA,5
GUANACES(PREAOCA),27000 LAURO CARDOSO,3
GUANACES(PREAOCA),27123 MARCIO RABELO,5
GUANACES(PREAOCA),27456 ENFERMEIRA MARCIA,2
GUANACES(PREAOCA),27555 FAFA,1
GUANACES(PREAOCA),28123 PRISCILA LIMA,6
GUANACES(PREAOCA),40000 VIEIRA DO TIQUINHO,6
GUANACES(PREAOCA),40123 BETO RAMIRES,1
GUANACES(PREAOCA),40555 NOVO CONSTRUÇÃO,2
GUANACES(PREAOCA),44555 LURDENIS VIEIRA,1
GUANACES(PREAOCA),44567 NETO DANTAS,40
GUANACES(PREAOCA),44789 LUCIÉDSON FREITAS,19
GUANACES(PREAOCA),44900 SHEIK DO DR BRUNO,1
GUANACES(PREAOCA),45111 BAMBAM DAS PEGADINHAS,1
GUANACES(PREAOCA),45444 PALOMA DELRIO,1
GUANACES(PREAOCA),45678 JUNIOR DO ZE AIRTON,7
GUANACES(PREAOCA),70000 RONALDO FEITOSA,2
PITOMBEIRAS(BAIXIO DOS MACARIOS),10000 LUZIANE DO MUCURA,2
PITOMBEIRAS(BAIXIO DOS MACARIOS),10123 PAULINHO PROMOÇÕES,1
PITOMBEIRAS(BAIXIO DOS MACARIOS),10456 GLEIDSON DA BOA AGUA,2
PITOMBEIRAS(BAIXIO DOS MACARIOS),10777 PAULO DA JUDITE,5
PITOMBEIRAS(BAIXIO DOS MACARIOS),10789 FLÁVIO CASCAVELENSE,17
PITOMBEIRAS(BAIXIO DOS MACARIOS),11222 SEBASTIÃO UCHÔA,7
PITOMBEIRAS(BAIXIO DOS MACARIOS),12888 NETO POLI,9
PITOMBEIRAS(BAIXIO DOS MACARIOS),13123 PROFESSOR ADEILDO,5
PITOMBEIRAS(BAIXIO DOS MACARIOS),13444 TIAGO ROCHA,41
PITOMBEIRAS(BAIXIO DOS MACARIOS),13789 PROFESSOR ERIVAN,6
PITOMBEIRAS(BAIXIO DOS MACARIOS),22111 VINÍCIUS OLINDA,12
PITOMBEIRAS(BAIXIO DOS MACARIOS),22999 PITANGA DA FUNERÁRIA,1
PITOMBEIRAS(BAIXIO DOS MACARIOS),28777 CLENILDO QUEIROZ,3
PITOMBEIRAS(BAIXIO DOS MACARIOS),28888 VALDECIR,1
PITOMBEIRAS(BAIXIO DOS MACARIOS),40123 BETO RAMIRES,2
PITOMBEIRAS(BAIXIO DOS MACARIOS),40888 ENFERMEIRA NATECIA,7
PITOMBEIRAS(BAIXIO DOS MACARIOS),44789 LUCIÉDSON FREITAS,7
GUANACES(CHORO JATOBÁ 2),10000 LUZIANE DO MUCURA,2
GUANACES(CHORO JATOBÁ 2),10123 PAULINHO PROMOÇÕES,6
GUANACES(CHORO JATOBÁ 2),10456 GLEIDSON DA BOA AGUA,5
GUANACES(CHORO JATOBÁ 2),10777 PAULO DA JUDITE,8
GUANACES(CHORO JATOBÁ 2),10789 FLÁVIO CASCAVELENSE,4
GUANACES(CHORO JATOBÁ 2),11111 PASTORA HELENA CORDEIRO,1
GUANACES(CHORO JATOBÁ 2),11222 SEBASTIÃO UCHÔA,29
GUANACES(CHORO JATOBÁ 2),11555 LÉO DA BICA,1
GUANACES(CHORO JATOBÁ 2),13123 PROFESSOR ADEILDO,1
GUANACES(CHORO JATOBÁ 2),13444 TIAGO ROCHA,2
GUANACES(CHORO JATOBÁ 2),13789 PROFESSOR ERIVAN,1
GUANACES(CHORO JATOBÁ 2),22000 CLAUDEMIR TOCA FOGO,1
GUANACES(CHORO JATOBÁ 2),22100 NÚBIA DO ABRIGO MASCOTINHO,1
GUANACES(CHORO JATOBÁ 2),22111 VINÍCIUS OLINDA,29
GUANACES(CHORO JATOBÁ 2),22555 RAFAEL OLIVEIRA,7
GUANACES(CHORO JATOBÁ 2),27000 LAURO CARDOSO,1
GUANACES(CHORO JATOBÁ 2),27456 ENFERMEIRA MARCIA,1
GUANACES(CHORO JATOBÁ 2),28123 PRISCILA LIMA,3
GUANACES(CHORO JATOBÁ 2),28555 DR RUBENS,1
GUANACES(CHORO JATOBÁ 2),40111 ALLISON CAMILO,1
GUANACES(CHORO JATOBÁ 2),40123 BETO RAMIRES,3
GUANACES(CHORO JATOBÁ 2),44222 LALÁ,3
GUANACES(CHORO JATOBÁ 2),44900 SHEIK DO DR BRUNO,2
GUANACES(CHORO JATOBÁ 2),45111 BAMBAM DAS PEGADINHAS,1
GUANACES(CHORO JATOBÁ 2),45678 JUNIOR DO ZE AIRTON,1
GUANACES(CHORO JATOBÁ 2),70000 RONALDO FEITOSA,2
CHORO CAJAZEIRAS,10000 LUZIANE DO MUCURA,4
CHORO CAJAZEIRAS,10123 PAULINHO PROMOÇÕES,3
CHORO CAJAZEIRAS,10333 DAVID GARCÊS,1
CHORO CAJAZEIRAS,10456 GLEIDSON DA BOA AGUA,11
CHORO CAJAZEIRAS,10777 PAULO DA JUDITE,12
CHORO CAJAZEIRAS,10789 FLÁVIO CASCAVELENSE,10
CHORO CAJAZEIRAS,11000 FREITAS DA SAÚDE,10
CHORO CAJAZEIRAS,11111 PASTORA HELENA CORDEIRO,1
CHORO CAJAZEIRAS,11222 SEBASTIÃO UCHÔA,10
CHORO CAJAZEIRAS,11555 LÉO DA BICA,1
CHORO CAJAZEIRAS,11777 DIONES LIMA,1
CHORO CAJAZEIRAS,12123 NENEM DA VIUVA,12
CHORO CAJAZEIRAS,12345 DR GUTEMBERG,1
CHORO CAJAZEIRAS,12888 NETO POLI,3
CHORO CAJAZEIRAS,13222 FÁBIA NAPOLEAO,2
CHORO CAJAZEIRAS,13444 TIAGO ROCHA,22
CHORO CAJAZEIRAS,13456 ENFERMEIRA LEUDA CARVALHO,3
CHORO CAJAZEIRAS,13789 PROFESSOR ERIVAN,1
CHORO CAJAZEIRAS,22000 CLAUDEMIR TOCA FOGO,11
CHORO CAJAZEIRAS,22100 NÚBIA DO ABRIGO MASCOTINHO,3
CHORO CAJAZEIRAS,22111 VINÍCIUS OLINDA,4
CHORO CAJAZEIRAS,22222 RAFAEL AZEVEDO,1
CHORO CAJAZEIRAS,22777 GUI DA PADARIA,8
CHORO CAJAZEIRAS,22888 LEIDIANE CIRÍACO,1
CHORO CAJAZEIRAS,22999 PITANGA DA FUNERÁRIA,18
CHORO CAJAZEIRAS,27123 MARCIO RABELO,5
CHORO CAJAZEIRAS,27456 ENFERMEIRA MARCIA,5
CHORO CAJAZEIRAS,27999 JUNIOR GENRO JULIO,2
CHORO CAJAZEIRAS,28123 PRISCILA LIMA,9
CHORO CAJAZEIRAS,28666 FANTIQUIM,1
CHORO CAJAZEIRAS,28777 CLENILDO QUEIROZ,29
CHORO CAJAZEIRAS,28888 VALDECIR,26
CHORO CAJAZEIRAS,40000 VIEIRA DO TIQUINHO,3
CHORO CAJAZEIRAS,40123 BETO RAMIRES,3
CHORO CAJAZEIRAS,40444 ADONIAS DO TURISMO,1
CHORO CAJAZEIRAS,40555 NOVO CONSTRUÇÃO,12
CHORO CAJAZEIRAS,44000 OLIVEIRA SILVA,2
CHORO CAJAZEIRAS,44111 DODÓ,7
CHORO CAJAZEIRAS,44123 GAVIÃO SILVA,12
CHORO CAJAZEIRAS,44444 KEKEU DO MUCURA,5
CHORO CAJAZEIRAS,44555 LURDENIS VIEIRA,1
CHORO CAJAZEIRAS,44789 LUCIÉDSON FREITAS,10
CHORO CAJAZEIRAS,44900 SHEIK DO DR BRUNO,8
CHORO CAJAZEIRAS,45555 FRANCISCO DO BALBINO,2
CHORO CAJAZEIRAS,45678 JUNIOR DO ZE AIRTON,1
CHORO CAJAZEIRAS,45888 ZE DO JORNAL,2
CHORO CAJAZEIRAS,70555 HELENA PORFÍRIO,2
GUANACES(CURRALHINHO),10000 LUZIANE DO MUCURA,1
GUANACES(CURRALHINHO),10123 PAULINHO PROMOÇÕES,2
GUANACES(CURRALHINHO),10456 GLEIDSON DA BOA AGUA,13
GUANACES(CURRALHINHO),10777 PAULO DA JUDITE,1
GUANACES(CURRALHINHO),10789 FLÁVIO CASCAVELENSE,25
GUANACES(CURRALHINHO),11000 FREITAS DA SAÚDE,3
GUANACES(CURRALHINHO),11111 PASTORA HELENA CORDEIRO,5
GUANACES(CURRALHINHO),11222 SEBASTIÃO UCHÔA,3
GUANACES(CURRALHINHO),12888 NETO POLI,1
GUANACES(CURRALHINHO),13123 PROFESSOR ADEILDO,3
GUANACES(CURRALHINHO),13444 TIAGO ROCHA,7
GUANACES(CURRALHINHO),20123 PEDRO ARTUR,1
GUANACES(CURRALHINHO),22111 VINÍCIUS OLINDA,41
GUANACES(CURRALHINHO),22555 RAFAEL OLIVEIRA,2
GUANACES(CURRALHINHO),22999 PITANGA DA FUNERÁRIA,1
GUANACES(CURRALHINHO),27123 MARCIO RABELO,1
GUANACES(CURRALHINHO),27456 ENFERMEIRA MARCIA,1
GUANACES(CURRALHINHO),27888 MARCELO DO PAREDÃO,1
GUANACES(CURRALHINHO),27999 JUNIOR GENRO JULIO,1
GUANACES(CURRALHINHO),28123 PRISCILA LIMA,1
GUANACES(CURRALHINHO),28888 VALDECIR,4
GUANACES(CURRALHINHO),40000 VIEIRA DO TIQUINHO,19
GUANACES(CURRALHINHO),40123 BETO RAMIRES,1
GUANACES(CURRALHINHO),44000 OLIVEIRA SILVA,2
GUANACES(CURRALHINHO),44222 LALÁ,3
GUANACES(CURRALHINHO),44789 LUCIÉDSON FREITAS,17
GUANACES(CURRALHINHO),44900 SHEIK DO DR BRUNO,1
GUANACES(CURRALHINHO),45678 JUNIOR DO ZE AIRTON,9
GUANACES(CURRALHINHO),45888 ZE DO JORNAL,2
GUANACES(CURRALHINHO),70000 RONALDO FEITOSA,1
CHORO ESTRADA NOVA,10000 LUZIANE DO MUCURA,2
CHORO ESTRADA NOVA,10123 PAULINHO PROMOÇÕES,5
CHORO ESTRADA NOVA,10456 GLEIDSON DA BOA AGUA,1
CHORO ESTRADA NOVA,10777 PAULO DA JUDITE,6
CHORO ESTRADA NOVA,10789 FLÁVIO CASCAVELENSE,7
CHORO ESTRADA NOVA,11000 FREITAS DA SAÚDE,4
CHORO ESTRADA NOVA,11222 SEBASTIÃO UCHÔA,9
CHORO ESTRADA NOVA,12123 NENEM DA VIUVA,2
CHORO ESTRADA NOVA,12888 NETO POLI,3
CHORO ESTRADA NOVA,13123 PROFESSOR ADEILDO,1
CHORO ESTRADA NOVA,13444 TIAGO ROCHA,9
CHORO ESTRADA NOVA,13789 PROFESSOR ERIVAN,22
CHORO ESTRADA NOVA,22000 CLAUDEMIR TOCA FOGO,2
CHORO ESTRADA NOVA,22100 NÚBIA DO ABRIGO MASCOTINHO,2
CHORO ESTRADA NOVA,22111 VINÍCIUS OLINDA,1
CHORO ESTRADA NOVA,22222 RAFAEL AZEVEDO,1
CHORO ESTRADA NOVA,22777 GUI DA PADARIA,30
CHORO ESTRADA NOVA,22999 PITANGA DA FUNERÁRIA,1
CHORO ESTRADA NOVA,27000 LAURO CARDOSO,1
CHORO ESTRADA NOVA,27123 MARCIO RABELO,1
CHORO ESTRADA NOVA,27456 ENFERMEIRA MARCIA,2
CHORO ESTRADA NOVA,28123 PRISCILA LIMA,1
CHORO ESTRADA NOVA,28777 CLENILDO QUEIROZ,3
CHORO ESTRADA NOVA,28888 VALDECIR,1
CHORO ESTRADA NOVA,40000 VIEIRA DO TIQUINHO,3
CHORO ESTRADA NOVA,40456 JORDANA BRAGA,1
CHORO ESTRADA NOVA,40555 NOVO CONSTRUÇÃO,7
CHORO ESTRADA NOVA,44000 OLIVEIRA SILVA,1
CHORO ESTRADA NOVA,44111 DODÓ,1
CHORO ESTRADA NOVA,44555 LURDENIS VIEIRA,8
CHORO ESTRADA NOVA,44567 NETO DANTAS,1
CHORO ESTRADA NOVA,44900 SHEIK DO DR BRUNO,1
CHORO ESTRADA NOVA,45555 FRANCISCO DO BALBINO,1
CHORO ESTRADA NOVA,70555 HELENA PORFÍRIO,1
JACARECOARA(CHORO ESTRADA NOVA),10000 LUZIANE DO MUCURA,2
JACARECOARA(CHORO ESTRADA NOVA),10123 PAULINHO PROMOÇÕES,25
JACARECOARA(CHORO ESTRADA NOVA),10777 PAULO DA JUDITE,7
JACARECOARA(CHORO ESTRADA NOVA),10789 FLÁVIO CASCAVELENSE,9
JACARECOARA(CHORO ESTRADA NOVA),11000 FREITAS DA SAÚDE,7
JACARECOARA(CHORO ESTRADA NOVA),11222 SEBASTIÃO UCHÔA,13
JACARECOARA(CHORO ESTRADA NOVA),11444 EVILÁSIO DANTAS,2
JACARECOARA(CHORO ESTRADA NOVA),12123 NENEM DA VIUVA,1
JACARECOARA(CHORO ESTRADA NOVA),12888 NETO POLI,2
JACARECOARA(CHORO ESTRADA NOVA),13123 PROFESSOR ADEILDO,8
JACARECOARA(CHORO ESTRADA NOVA),13444 TIAGO ROCHA,14
JACARECOARA(CHORO ESTRADA NOVA),13789 PROFESSOR ERIVAN,10
JACARECOARA(CHORO ESTRADA NOVA),22000 CLAUDEMIR TOCA FOGO,2
JACARECOARA(CHORO ESTRADA NOVA),22100 NÚBIA DO ABRIGO MASCOTINHO,1
JACARECOARA(CHORO ESTRADA NOVA),22111 VINÍCIUS OLINDA,4
JACARECOARA(CHORO ESTRADA NOVA),22777 GUI DA PADARIA,66
JACARECOARA(CHORO ESTRADA NOVA),22999 PITANGA DA FUNERÁRIA,4
JACARECOARA(CHORO ESTRADA NOVA),27000 LAURO CARDOSO,1
JACARECOARA(CHORO ESTRADA NOVA),27007 SAMIA REGIS,1
JACARECOARA(CHORO ESTRADA NOVA),28123 PRISCILA LIMA,3
JACARECOARA(CHORO ESTRADA NOVA),28666 FANTIQUIM,1
JACARECOARA(CHORO ESTRADA NOVA),28777 CLENILDO QUEIROZ,3
JACARECOARA(CHORO ESTRADA NOVA),28888 VALDECIR,2
JACARECOARA(CHORO ESTRADA NOVA),40000 VIEIRA DO TIQUINHO,5
JACARECOARA(CHORO ESTRADA NOVA),40111 ALLISON CAMILO,1
JACARECOARA(CHORO ESTRADA NOVA),40123 BETO RAMIRES,1
JACARECOARA(CHORO ESTRADA NOVA),40456 JORDANA BRAGA,1
JACARECOARA(CHORO ESTRADA NOVA),40555 NOVO CONSTRUÇÃO,9
JACARECOARA(CHORO ESTRADA NOVA),44000 OLIVEIRA SILVA,4
JACARECOARA(CHORO ESTRADA NOVA),44111 DODÓ,2
JACARECOARA(CHORO ESTRADA NOVA),44555 LURDENIS VIEIRA,21
JACARECOARA(CHORO ESTRADA NOVA),44567 NETO DANTAS,1
JACARECOARA(CHORO ESTRADA NOVA),44789 LUCIÉDSON FREITAS,1
JACARECOARA(CHORO ESTRADA NOVA),44900 SHEIK DO DR BRUNO,2
JACARECOARA(CHORO ESTRADA NOVA),45555 FRANCISCO DO BALBINO,2
JACARECOARA(CHORO ESTRADA NOVA),45678 JUNIOR DO ZE AIRTON,2
JACARECOARA(CHORO ESTRADA NOVA),45888 ZE DO JORNAL,1
JACARECOARA(CHORO ESTRADA NOVA),70555 HELENA PORFÍRIO,2
PITOMBEIRAS(POVOADO DE OITICICA),10000 LUZIANE DO MUCURA,3
PITOMBEIRAS(POVOADO DE OITICICA),10777 PAULO DA JUDITE,3
PITOMBEIRAS(POVOADO DE OITICICA),10789 FLÁVIO CASCAVELENSE,10
PITOMBEIRAS(POVOADO DE OITICICA),11000 FREITAS DA SAÚDE,11
PITOMBEIRAS(POVOADO DE OITICICA),12123 NENEM DA VIUVA,1
PITOMBEIRAS(POVOADO DE OITICICA),13123 PROFESSOR ADEILDO,1
PITOMBEIRAS(POVOADO DE OITICICA),13222 FÁBIA NAPOLEAO,2
PITOMBEIRAS(POVOADO DE OITICICA),13444 TIAGO ROCHA,17
PITOMBEIRAS(POVOADO DE OITICICA),13789 PROFESSOR ERIVAN,4
PITOMBEIRAS(POVOADO DE OITICICA),22222 RAFAEL AZEVEDO,2
PITOMBEIRAS(POVOADO DE OITICICA),22444 EDILENE QUEROGA,1
PITOMBEIRAS(POVOADO DE OITICICA),22999 PITANGA DA FUNERÁRIA,2
PITOMBEIRAS(POVOADO DE OITICICA),28028 MAILSON,1
PITOMBEIRAS(POVOADO DE OITICICA),28777 CLENILDO QUEIROZ,5
PITOMBEIRAS(POVOADO DE OITICICA),28888 VALDECIR,5
PITOMBEIRAS(POVOADO DE OITICICA),40555 NOVO CONSTRUÇÃO,2
PITOMBEIRAS(POVOADO DE OITICICA),40789 GIRLANE DO CEDRO,18
PITOMBEIRAS(POVOADO DE OITICICA),44123 GAVIÃO SILVA,2
PITOMBEIRAS(POVOADO DE OITICICA),44444 KEKEU DO MUCURA,3
PITOMBEIRAS(POVOADO DE OITICICA),45678 JUNIOR DO ZE AIRTON,1
CORREGO DO CAJUEIRO,10123 PAULINHO PROMOÇÕES,1
CORREGO DO CAJUEIRO,10456 GLEIDSON DA BOA AGUA,3
CORREGO DO CAJUEIRO,11000 FREITAS DA SAÚDE,44
CORREGO DO CAJUEIRO,11222 SEBASTIÃO UCHÔA,2
CORREGO DO CAJUEIRO,12123 NENEM DA VIUVA,2
CORREGO DO CAJUEIRO,12333 IAGO MOURA,1
CORREGO DO CAJUEIRO,12888 NETO POLI,3
CORREGO DO CAJUEIRO,13444 TIAGO ROCHA,5
CORREGO DO CAJUEIRO,22555 RAFAEL OLIVEIRA,4
CORREGO DO CAJUEIRO,22999 PITANGA DA FUNERÁRIA,3
CORREGO DO CAJUEIRO,28777 CLENILDO QUEIROZ,1
CORREGO DO CAJUEIRO,28888 VALDECIR,1
CORREGO DO CAJUEIRO,40000 VIEIRA DO TIQUINHO,2
CORREGO DO CAJUEIRO,40123 BETO RAMIRES,1
CORREGO DO CAJUEIRO,40555 NOVO CONSTRUÇÃO,4
CORREGO DO CAJUEIRO,40789 GIRLANE DO CEDRO,2
CORREGO DO CAJUEIRO,44000 OLIVEIRA SILVA,1
CORREGO DO CAJUEIRO,44567 NETO DANTAS,2
CORREGO DO CAJUEIRO,45444 PALOMA DELRIO,1
CORREGO DO CAJUEIRO,45555 FRANCISCO DO BALBINO,1
CORREGO DO CAJUEIRO,45678 JUNIOR DO ZE AIRTON,1
CORREGO DO CAJUEIRO,70100 RUBENILTON,1
